,title,url,date,query,keyword,summary
52,कोरोनावायरस से लड़ रहे योद्धाओं के लिए ह्यूंदैई की ख़ास पेशकश - carandbike,https://www.carandbike.com/hindi/hyundai-announces-priority-car-service-for-corona-warriors-news-2231621,2020-04-24,corona,"['यदधओ', 'क', 'online', 'months', 'हयदई', 'पशकश', 'लए', 'buy', 'planning', 'लड', 'purchase', 'lockdown', 'करनवयरस', 'budget', 'vehicle', 'स', 'ends', 'car', 'खस', 'रह']","In the present Covid-19 situation, are you planning to buy a personal vehicle, considering the need for a private vehicle?
Within 1 month after the lockdown ends Within 3 months after the lockdown ends Within 6 months after the lockdown ends After 6 months of the lockdown endsWhich of the following best describes the new vehicle you plan to purchase?
My budget has reduced My budget remains same My budget has increasedWith many car brands offering option to purchase online, are you willing to avail the option?
My budget has reduced My budget remains same My budget has increasedWith many car brands offering option to purchase online, are you willing to avail the option?
Within 1 month after the lockdown ends Within 3 months after the lockdown ends Within 6 months after the lockdown ends After 6 months of the lockdown ends"
53,FMSCI Announces Stimulus Package For Indian Motorsports - carandbike,https://www.carandbike.com/news/fmsci-announces-stimulus-package-for-indian-motorsports-2231561,2020-04-24,corona,"['sponsor', 'events', 'package', 'national', 'announces', 'fees', 'stimulus', 'fmsci', 'indian', 'motorsport', 'motorsports', 'permit']","With the Indian motorsport championships and events indefinitely postponed due to the Coronavirus pandemic, the Federation of Motor Sports Clubs of India (FMSCI), the National Sports Federation, has announced a stimulus package for 2020 to support the Indian motorsport fraternity.
The stimulus includes waiver of several entry fees for participants and a reduction in permit fees for the organisers.
Furthermore, there'll be 100 per cent waiver of the permit fees for organisers if there's no sponsor associated with the event.
For those with a sponsor, the federation will charge a 50 per cent permit fees.
The slew of measures are aimed to infuse a new life in Indian motorsport post the lockdown."
54,Hyundai Announces Priority Car Service For Corona Warriors - carandbike,https://www.carandbike.com/news/hyundai-announces-priority-car-service-for-corona-warriors-2231455,2020-04-23,corona,"['priority', 'hyundai', 'professionals', 'company', 'warriors', 'announces', 'taking', 'motor', 'india', 'service', 'corona', 'car', 'support']","Hyundai Motor India has been taking a series of initiatives to help ease the pressures created by the Coronavirus pandemic.
One of them is taking care of medical professionals who are at the frontlines in this fight against the disease.
Hyundai says it will provide priority service to these professionals with a complimentary AC check, top wash & Hi-touch point sanitisation.
Also read: Hyundai Motor India Announces 'EMI Assurance' Program For New Car OwnersTarun Garg, Director, Sales, Marketing & Service, Hyundai Motor India Ltd., said, ""As a caring and socially responsible brand, it is our duty to support communities through times such as these.
The company is also promoting its digital & contact-less service platform where service booking, repair updates and payment facility are all available online."
55,"Coronavirus Cases, India: Delhi Coronavirus Cases Cross 10,000-Mark, 160 Deaths",https://www.ndtv.com/delhi-news/coronavirus-cases-india-delhi-coronavirus-cases-cross-10-000-mark-160-deaths-2230879,2020-04-23,corona,"['cross', 'deaths', 'number', 'delhi', 'surge', 'reported', '160', 'lockdown', 'cases', 'coronavirus', '10000mark', 'guidelines', 'sent']","Delhi COVID-19 Cases: More than 160 people have died in the city so far due to coronavirus.
(File)Delhi has crossed the 10,000-mark in the number of coronavirus cases as the country recorded the biggest-single day jump of 5,242 new COVID-19 patients, taking India's total to 96,169.
Of 3,029 deaths reported across India, 160 deaths have been reported from Delhi.
The national capital has witnessed a surge of 1,000 coronavirus cases in a span of just two days.
""Delhi govt will prepare the detailed plan for Delhi based on the Centre's guidelines and announce it tomorrow (Monday),"" he tweeted."
56,"Delhi Coronavirus Cases: Delhi COVID-19 Cases: Delhi Coronavirus Cases Cross 9,000-Mark, 129 Deaths So Far",https://www.ndtv.com/delhi-news/coronavirus-cases-delhi-delhi-coronavirus-cases-cross-9-000-mark-129-deaths-so-far-2229844,2020-04-22,corona,"['cross', 'deaths', '9000mark', 'number', 'national', 'shops', 'delhi', 'coronavirus', '129', 'minister', 'shall', 'zones', 'cases', 'far', 'patients', 'open']","Delhi has crossed the 9,000-mark in the number of coronavirus cases as the city-state recorded 438 new COVID-19 patients and six deaths linked to the illness in the last 24 hours, taking the total 9,333 cases and 129 deaths.
About 3,926 patients have recovered so far in Delhi and 408 of these patients recovered in the last 24 hours, according to Delhi government's daily bulletin.
The number of deaths jumped from 115 to 123 on Friday as the government took into account cases that were not reported before.
Delhi has to ""learn to live with coronavirus,"" the Chief Minister has said more than once during his press conferences.
Across India, the number of coronavirus cases are inching closer to 86,000-mark."
57,Coronavirus China: Wuhan Starts Mass Testing Campaign After New COVID-19 Cases Emerge,https://www.ndtv.com/world-news/coronavirus-china-wuhan-starts-mass-testing-campaign-after-new-covid-19-cases-emerge-2228311,2020-04-21,corona,"['wuhan', 'starts', 'acid', 'city', 'residents', 'nucleic', 'campaign', 'emerge', 'tests', 'covid19', 'mass', 'wuchang', 'cases', 'according', 'testing']","Reuters, citing an internal document to district officials, reported on Monday that the city planned to conduct the campaign of city-wide nucleic acid tests over 10 days.
The tests would include both nucleic acid and serum anti-body tests, according to a notice issued by Wuchang district.
The Wuhan government said on April 23 that the city had 53 laboratories to process tests, and 211 locations where nucleic acid tests can be done.
It was not clear when the tests would be conducted in Wuchang, but some residents of Hankou said testing had started there.
It is not clear if Wuhan residents will have to pay for their test or if the local government will cover the cost."
58,Rs. 20 लाख करोड़ के आर्थिक पैकेज से ऑटो कंपोनेंट निर्माताओं को मिल सकती है राहत - carandbike,https://www.carandbike.com/hindi/governments-20-lakh-crore-rupees-package-likely-to-bring-relief-to-component-manufacturers-news-2227918,2020-04-20,corona,"['मल', 'क', 'online', 'सकत', 'नरमतओ', 'months', 'करड़', 'पकज', 'लख', 'buy', 'ह', 'planning', 'purchase', 'lockdown', 'budget', 'vehicle', 'स', 'रहत', 'ends', 'car']","In the present Covid-19 situation, are you planning to buy a personal vehicle, considering the need for a private vehicle?
Within 1 month after the lockdown ends Within 3 months after the lockdown ends Within 6 months after the lockdown ends After 6 months of the lockdown endsWhich of the following best describes the new vehicle you plan to purchase?
My budget has reduced My budget remains same My budget has increasedWith many car brands offering option to purchase online, are you willing to avail the option?
My budget has reduced My budget remains same My budget has increasedWith many car brands offering option to purchase online, are you willing to avail the option?
Within 1 month after the lockdown ends Within 3 months after the lockdown ends Within 6 months after the lockdown ends After 6 months of the lockdown ends"
59,Coronavirus: The Road To Recovery From COVID-19 - carandbike,https://www.carandbike.com/news/coronavirus-the-road-to-recovery-from-covid-19-2226947,2020-04-21,corona,"['bikes', 'crisis', 'road', 'premium', 'usage', 'india', 'industry', 'automotive', 'specific', 'covid19', 'going', 'coronavirus', 'recovery']","Novel coronavirus or COVID-19 has become a household word now.
(The automotive industry is one of key drivers in India's GDP, with an 8 per cent contribution)The automotive industry is one of the pillars of India's GDP, with about an 8 per cent contribution.
India Inc. had started feeling the headwinds much before the COVID-19 and the auto industry perhaps more so.
The automotive industry accounts for about half of the entire manufacturing output in the country.
I wish to sign off on a positive yet cautious note and look forward to the earliest growth in the automotive industry."
60,Coronavirus Pandemic: MapmyIndia Introduces New Tools To Alert About Coronavirus Impacted Localities - carandbike,https://www.carandbike.com/news/coronavirus-pandemic-mapmyindia-introduces-new-tools-to-alert-about-coronavirus-impacted-localities-2226137,2020-04-19,corona,"['alert', 'vehicle', 'pandemic', 'buy', 'impacted', 'tools', 'introduces', 'planning', 'ends', 'online', 'localities', 'purchase', 'car', 'months', 'lockdown', 'mapmyindia', 'coronavirus', 'budget']","In the present Covid-19 situation, are you planning to buy a personal vehicle, considering the need for a private vehicle?
Within 1 month after the lockdown ends Within 3 months after the lockdown ends Within 6 months after the lockdown ends After 6 months of the lockdown endsWhich of the following best describes the new vehicle you plan to purchase?
My budget has reduced My budget remains same My budget has increasedWith many car brands offering option to purchase online, are you willing to avail the option?
My budget has reduced My budget remains same My budget has increasedWith many car brands offering option to purchase online, are you willing to avail the option?
Within 1 month after the lockdown ends Within 3 months after the lockdown ends Within 6 months after the lockdown ends After 6 months of the lockdown ends"
61,"Liquor Price Set To Go Up In Himachal Pradesh, State To Impose ''Corona Cess''",https://www.ndtv.com/india-news/liquor-price-set-to-go-up-in-himachal-pradesh-state-to-impose-corona-cess-2225642,2020-04-19,corona,"['liquor', 'pradesh', 'state', 'cess', 'rs', 'decided', 'relaxation', 'corona', 'increased', 'impose', 'sale', 'minister', 'himachal']","Himachal Pradesh has decided to impose ''corona cess'' on liquor sale.
The Himachal Pradesh government has decided to impose ''corona cess'' on liquor sale, through which the state exchequer is expected to earn Rs 100 crore yearly, Parliamentary Affairs Minister Suresh Bhardwaj said.
At a meeting of the state cabinet, it was decided that the cess would vary from Rs 5 to Rs 25 per bottle according to the quality of liquor, he said.
Import fees for spirit used for sanitising purpose has been increased from Rs.
The minister also said that timing for the relaxation will be decided by the district magistrates."
62,Rajasthan Schools To Reopen From July 1. Decision On Pending Board Exams Later,https://www.ndtv.com/education/rbse-rajasthan-board-exams-date-soon-rajasthan-schools-to-reopen-from-july-1-2225432,2020-04-17,corona,"['schools', 'teachers', 'pending', 'board', 'rajasthan', 'medium', 'exams', 'education', 'later', 'decision', 'meeting', 'reopen', 'minister', 'process', 'duty']","Rajasthan schools will reopen from July 1, announced state Education Minister yesterdayRajasthan Education Minister, Govind Singh Dotasra, held a meeting with over 50 teacher organizations yesterday through video-conferencing and made some important announcements regarding school education and exams in the state.
The most important decision to come out of the meeting was the decision to reopen schools in Rajasthan from July 1.
He also said that new admission in English medium schools will begin soon and the entire process will be conducted online.
A similar process for Hindi medium schools is also being considered.
About the pending class 10 and class 12 board exams, he said that a decision will be made after discussion with the Rajasthan Chief Minister Ashok Gehlot."
63,"Coronavirus - Corona Warrior In Burqa Helps Sanitise Delhi Temples, Priests Welcome Her",https://www.ndtv.com/india-news/coronavirus-corona-warrior-in-burqa-helps-sanitise-delhi-temples-priests-welcome-her-2225094,2020-04-16,corona,"['burqa', 'work', 'vihar', 'priests', 'delhi', 'spray', 'nehru', 'imrana', 'corona', 'service', 'warrior', 'helps', 'saifi', 'temple', 'welcome', 'sanitise', 'temples']","Covered in a burqa from head to toe, 32-year-old Imrana Saifi is not the typical visitor to the Nav Durga Temple in North Delhi's Nehru Vihar.
With a disinfectant spray in hand, Imrana Saifi has taken up the responsibility of sanitising several of the temples, mosques and gurdwaras lining the neighbourhood.
The priests welcome and even help her as she requests permission to spray the disinfectant inside and outside the temples in the north Delhi neighbourhood.
Imrana Saifi sets out every day to sanitise her neighbourhood.
Imrana Saifi says she has not faced any difficulty in her job."
64,Coronavirus Lockdown: Hyundai Opens 225 Showrooms Across India; Sells 170 Cars In 2 Days - carandbike,https://www.carandbike.com/news/coronavirus-lockdown-hyundai-opens-225-showrooms-across-india-sells-170-cars-in-2-days-2224993,2020-04-15,corona,"['company', 'measures', 'relaxations', 'india', 'bookings', 'cars', 'showrooms', 'safety', 'opens', 'coronavirus', '20000', 'days', 'announced', 'received', 'lockdown', 'country', 'hyundai', 'sells', '225']","The government has announced relaxations in certain parts of the country, recognized as green and orange zones.
Also Read: Hyundai Receives 20,000 Bookings For The CretaThe company today announced that over the past two days, it has received 4000 customer enquiries and 500 customer bookings.
Hyundai has also issued special safety measures and detailed guidelines for its sales and service outlets ensuring the safety of the customers and dealership employees.
The Hyundai Creta has already received 20,000 bookings in IndiaHyundai launched the Creta just before the lockdown was announced and it has already received 20,000 bookings for the SUV.
The company is ready with all its BS6 offerings and has enough stock at dealers to deliver to its customers."
65,Corona War - Finding The Cash Is Vital,https://www.ndtv.com/opinion/corona-war-finding-the-cash-is-vital-2224456,2020-04-15,corona,"['war', 'main', 'vital', 'wages', 'money', 'finding', 'rs', 'cash', 'india', 'corona', 'crore', 'daily', 'workers', 'crores', 'marginal']","These efforts, though laudable, have still left migrant workers and daily wagers in trauma and anguish.
Only if these persons are provided their basic minimum daily wages can the situation change.
Data available from the Office of Registrar General and Census Commissioner of India for 2001 shows India had roughly 31 crore main workers and around 9 crore marginal workers.
Maharashtra had 3.47 crore main workers and 64.25 lakh marginal workers.
Out of this, Maharashtra's share today will be approximately 4.6 crore main workers and around 85 lakh marginal workers."
66,NDTV Opinions: Opinion Article & Analysis by Experts – NDTV.com,https://www.ndtv.com/opinion,2020-04-14,corona,"['opinions', 'modi', 'prime', 'advisers', 'article', 'ndtvcom', 'particular', 'won', 'young', 'opinion', 'narendra', 'traits', 'resounding', 'ndtv', 'relatively', 'analysis', 'experts']","Narendra Modi has been a disappointment as a Prime Minister not because he has bad advisers or because some good advisers died relatively young, but because of his own faults and failings.
There are three character traits in particular that help explain why, despite the two resounding electoral mandates he has won, Narendra Modi has not been able t..."
67,"""Help Us Get Over Corona Blues"": Smriti Irani's Poetic Tribute To Gulzar",https://www.ndtv.com/offbeat/help-us-get-over-corona-blues-smriti-iranis-poetic-tribute-to-gulzar-2224270,2020-04-14,corona,"['gulzar', 'zindagi', 'post', 'irani', 'iranis', 'shared', 'mei', 'smriti', 'tribute', 'se', 'help', 'lives', 'corona', 'poem', 'blues', 'poetic']","Smriti Irani shared a poem paying tribute to Gulzar.
The poem ended with Smriti thanking Gulzar for making everybody's lives ''Gulzar'' or a beautiful like a garden, even during the ongoing coronavirus pandemic.
Smriti Irani incorporated Gulzar''s famous works like the iconic songs ''Chappa chappa charkha chale'' and ''Chhaiya chhaiya.''
""Kyunki unki kalam se corona mei bhi, zindagi kahi na kahi gulzar hai,"" Irani's poem further read.
Say thank you to those who help us get over our corona blues ... jinki wajah se aapki zindagi Gulzar hai,"" her post further read."
68,Coronavirus: Israel Says Made COVID-19 Antibody That Neutralises Virus In Patients' Body,https://www.ndtv.com/world-news/coronavirus-israel-says-made-covid-19-antibody-that-neutralises-virus-in-patients-body-2223695,2020-04-14,corona,"['develop', 'antibody', 'institute', 'development', 'israel', 'vaccine', 'virus', 'breakthrough', 'defence', 'research', 'scientists', 'coronavirus', 'developed', 'terrific']","Antidote of Coronavirus: Israel said antibody's development had been completed.
""I am proud of the institute staff for this terrific breakthrough,"" Bennett said, adding that ""their creativity and the Jewish mind brought about this amazing achievement"".
The IIBR was established in 1952 as part of the Israel Defence Forces' Science Corps, and later became a civilian organization.
Five shipments of virus samples arrived in Israel from Japan, Italy and other countries, news portal Ynet reported in February.
Numerous research teams all over the world are participating in the race to develop a vaccine for COVID-19."
69,Coronavirus: Delhi To Charge 70 Per Cent Corona Fee On Liquor From Today,https://www.ndtv.com/india-news/delhi-to-charge-extra-70-tax-on-liquor-from-tomorrow-amid-coronavirus-crisis-2223273,2020-04-13,corona,"['amid', 'fee', 'today', 'delhi', 'shops', 'tax', 'rs', '70', 'corona', 'charge', 'lockdown', 'liquor', 'coronavirus', 'kejriwal']","Coronavirus: People turned up in big numbers to buy liquor amid the pandemic lockdownThe Delhi government will charge 70 per cent extra tax on liquor from today amid the coronavirus pandemic.
The 70% tax is on the maximum retail price or MRP per bottle.
Liquor shops pulled up their shutters on Monday after over a month since the centre announced a lockdown amid the coronavirus pandemic.
Only standalone liquor shops as against those located at markets are allowed to open in Delhi.
Many said they were not aware that only government liquor shops were allowed to open."
70,"बजाज ऑटो कर्मचारियों के वेतन में नहीं करेगी 10% कटौती, वापस लिया फैसला - carandbike",https://www.carandbike.com/hindi/bajaj-auto-reverses-10-per-cent-pay-cut-for-employees-news-2223046,2020-04-12,corona,"['करमचरय', 'वपस', 'online', 'months', 'फसल', 'buy', 'लय', 'planning', 'कटत', 'बजज', 'purchase', 'lockdown', 'budget', 'नह', 'करग', 'vehicle', 'वतन', 'ends', 'car', 'म']","In the present Covid-19 situation, are you planning to buy a personal vehicle, considering the need for a private vehicle?
Within 1 month after the lockdown ends Within 3 months after the lockdown ends Within 6 months after the lockdown ends After 6 months of the lockdown endsWhich of the following best describes the new vehicle you plan to purchase?
My budget has reduced My budget remains same My budget has increasedWith many car brands offering option to purchase online, are you willing to avail the option?
My budget has reduced My budget remains same My budget has increasedWith many car brands offering option to purchase online, are you willing to avail the option?
Within 1 month after the lockdown ends Within 3 months after the lockdown ends Within 6 months after the lockdown ends After 6 months of the lockdown ends"
71,"Corona Curve Not Flattened But Economy Is, Thanks To The Centre",https://www.ndtv.com/opinion/after-note-bandi-centres-log-bandi-the-poor-again-pay-2222916,2020-04-12,corona,"['economy', 'centre', 'thanks', 'does', 'state', 'day', 'elections', 'india', 'right', 'virus', 'corona', 'flattened', 'stand', 'curve', 'lockdown', 'bjp']","To the best of my knowledge however, this right has not been suspended anywhere, even in the most difficult times.
In any case, criticising the government and the ruling party was considered, even earlier, not only anathema but also anti-national.
Now the Election Commission has accepted the recommendation of the state to hold elections to nine council seats on May 21.
This is in complete contradiction to its stand on Rajya Sabha elections which stand postponed indefinitely.
The Corona curve is far from flattened despite weeks of lockdown but the economy is certainly flattened because of the continued lockdown."
72,"Coronavirus Cases, India: Biplab Deb As 25 BSF Jawans Test COVID-19+ In Tripura: Don't Panic",https://www.ndtv.com/india-news/coronavirus-cases-india-biplab-deb-as-14-bsf-jawans-test-covid-19-in-tripura-dont-panic-2222727,2020-04-11,corona,"['deb', 'tested', 'week', 'state', 'cases', 'unit', 'positive', 'test', 'biplab', 'reported', 'covid19', 'jawans', 'panic', 'dont', '25', 'bsf', 'tripura']","12 persons from 138th #BSF unit Ambassa found #COVID19 positive.
Total #COVID19 positive cases in Tripura stands at 16 (2 already discharged, so active cases : 14) Don't panic, follow the Gov't guidelines.
13 others tested positive today which includes 11 BSF jawans and two children from the BSF unit.
Tripura reported its first case on April 6 when a 44- year-old woman from Udaipur town in Gomati district had tested positive for coronavirus.
A 32-year-old man, who is from Madhya Pradesh, tested positive for COVID-19."
73,School Students In Kerala May Have To Use Masks Next Academic Session,https://www.ndtv.com/education/coronavirus-school-students-in-kerala-may-have-to-use-masks-in-next-academic-session-2222648,2020-04-10,corona,"['tested', 'students', 'state', 'today', 'academic', 'samples', 'recovered', 'kerala', 'masks', 'coronavirus', 'minister', 'school', 'session']","One more patient has recovered from the Coronavirus infection in the state today.
Kerala Health Minister KK Shailaja said today that school-going children might have to wear masks in the next academic session in the state while adding the practice had become the norm for school students in several countries.
According to the minister, the mask rule will not go on endlessly, but as precaution against the coronavirus infection, children may need to wear masks in the next academic session.
We will have to follow it in Kerala as well, if COVID-19 prevails till the time of school reopening.
Meanwhile, in a day of much relief to the state, no fresh case of COVID-19 was confirmed in Kerala today, informed Ms Shailaja in a press release."
74,"Watch: Sukhoi-30 MKI, MiG-29, IAF Choppers Honour Coronavirus (COVID-19) Warriors",https://www.ndtv.com/india-news/watch-how-armed-forces-honoured-coronavirus-covid-19-warriors-2222439,2020-04-10,corona,"['sukhna', 'choppers', 'jets', 'honour', 'sukhoi30', 'ndtv', 'medical', 'mega', 'air', 'warriors', 'watch', 'indias', 'salute', 'coronavirus', 'mki', 'mig29', 'lake', 'corona', 'indian', 'iaf']","Armed forced conducted a mega exercise with flypasts by fighter jets across the country.
In Delhi, Sukhoi-30 MKI, MiG-29 and Jaguars flew very low over Rajpath and showered flowers over the India Gate and Red Fort.
#IndiaSalutesCoronaWarriorsAerial Salute by #Airwarriors to #CoronaWarriors2XC-130 aircraft presented aerial salute to the #CovidWarriors over Dal Lake & Sukhna Lake.
Glimpses from Sukhna Lake.
WATCH | Indian Air Force's flypast over Marine Drive in Mumbai to thank those involved in fighting the #coronavirus outbreak pic.twitter.com/pwqs3qMb4R - NDTV (@ndtv) May 3, 2020The COVID-19 ''warriors'' were seen taking videos and photos from their mobile phones while some others clapped."
75,"Coronavirus Pandemic: Fly Past, Flower Showers In Armed Forces' Tribute To Coronavirus Warriors",https://www.ndtv.com/india-news/coronavirus-pandemic-armed-forces-big-thank-you-to-those-fighting-covid-19-today-10-points-2222328,2020-04-09,corona,"['jets', 'tribute', 'forces', 'india', 'command', 'armed', 'points', 'warriors', 'delhi', 'showers', 'conducted', 'naval', 'coronavirus', 'fly', 'hospital', 'past', 'ships', 'petals', 'flower']","In Delhi, Sukhoi-30 MKIs, MiG-29s and Jaguars conducted a flypast over Rajpath, orbited over Delhi and showered petals over the India Gate and Red Fort.
In Mumbai, fighter jets conducted a flypast over the Marine Drive and dropped petals over the King Edward Memorial Hospital and Kasturba Gandhi Hospital, among others.
Navy officials said the Western Naval Command will illuminate five ships from 7.30 pm to 11:59 pm off the Gateway of India in Mumbai, PTI reported.
The Naval air stations at Goa will organise a human chain on the runway to honour ""corona warriors"".
The Eastern Naval Command will illuminate two ships at anchorage from 7.30 pm to midnight at Visakhapatnam coast."
76,"Coronavirus: PM Modi Welcomes Armed Forces' Thank You Gesture For ""COVID-19 Warriors""",https://www.ndtv.com/india-news/coronavirus-pm-modi-welcomes-armed-forces-thank-you-gesture-for-covid-19-warriors-2221923,2020-04-08,corona,"['gesture', 'modi', 'warriors', 'policemen', 'coronavirus', 'forces', 'india', 'thank', 'fight', 'covid19', 'welcomes', 'series', 'safe', 'armed']","India's armed forces have always kept the nation safe, PM Modi saidPrime Minister Narendra Modi on Friday welcomed the decision of the armed forces to plan a series of events to thank doctors, paramedics and policemen engaged in the country's fight against the coronavirus pandemic.
In a series of tweets, he said India has waged a strong fight against COVID-19 due to courageous frontline warriors who have cared and cured many.
India's armed forces have always kept the nation safe.
""Now, our forces are, in a unique way, saying a big thank you to our frontline COVID-19 warriors for their endeavour towards making India COVID-19 free,"" he said.
The announcement was made on Friday by Chief of Defence Staff Genera; Bipin Rawat at a press conference."
77,कोरोनावायरस लॉकडाउनः मारुति सुज़ुकी अप्रैल 2020 में नहीं बेच पाई एक भी वाहन - carandbike,https://www.carandbike.com/hindi/coronavirus-lockdown-maruti-suzuki-registers-zero-domestic-sales-in-april-2020-news-2221496,2020-04-08,corona,"['मरत', 'पई', 'online', 'months', 'सज़क', 'buy', 'लकडउन', 'planning', 'purchase', 'वहन', 'lockdown', 'budget', 'नह', 'करनवयरस', 'vehicle', 'ends', 'car', 'बच', 'म', 'भ']","In the present Covid-19 situation, are you planning to buy a personal vehicle, considering the need for a private vehicle?
Within 1 month after the lockdown ends Within 3 months after the lockdown ends Within 6 months after the lockdown ends After 6 months of the lockdown endsWhich of the following best describes the new vehicle you plan to purchase?
My budget has reduced My budget remains same My budget has increasedWith many car brands offering option to purchase online, are you willing to avail the option?
My budget has reduced My budget remains same My budget has increasedWith many car brands offering option to purchase online, are you willing to avail the option?
Within 1 month after the lockdown ends Within 3 months after the lockdown ends Within 6 months after the lockdown ends After 6 months of the lockdown ends"
78,"Cadbury's Special ""Thank You"" To Nation's Unsung Heroes Amid COVID Crisis",https://www.ndtv.com/offbeat/cadburys-special-thank-you-to-nations-unsung-heroes-amid-covid-crisis-2221439,2020-04-07,corona,"['amid', 'crisis', 'heroes', 'launch', 'unsung', 'covid', 'bars', 'limitededition', 'launched', 'india', 'thank', 'cadbury', 'milk', 'special', 'dairy', 'nations', 'cadburys']","Cadbury will launch limited edition ""Thank You"" Dairy Milk bars.
Mondelez India will launch limited-edition Cadbury Dairy Milk bars in which the company's logo will be replaced by the words ""Thank You"" to recognise the efforts of the nation's unsung heroes amid the coronavirus crisis.
This is the first time that the Cadbury Dairy Milk logo has been changed in the 70 years since the now-beloved chocolate bar was launched in India.
The limited-edition bars are being launched as a way to express gratitude to people who have been working tirelessly amid the COVID pandemic.
""As India's most trusted brand, we understand the special role Cadbury Dairy Milk plays in the lives of our consumers."
79,"Coronavirus: Covid, Corona And Lockdown: Newborns Around World Named After Pandemic",https://www.ndtv.com/world-news/coronavirus-covid-corona-and-lockdown-newborns-around-world-named-after-pandemic-2220169,2020-04-07,corona,"['pandemic', 'suffering', 'covid', 'tupas', 'marie', 'kumar', 'decided', 'newborns', 'world', 'corona', 'lockdown', 'father', 'named', 'media']","(Representational)First there was Corona Kumar, then Covid Marie: parents have taken to naming newborns after the coronavirus, apparently unperturbed by the prospect of their children being forever associated with a deadly pandemic.
""This COVID-19 has caused great suffering around the world,"" said 23-year-old Tupas, expressing relief after the uneventful delivery.
And so, Covid Marie it was.
One was called Corona Kumar and the other Corona Kumari.
Tupas, the father of baby Covid Marie, said that while he had fielded criticism on social media for his unorthodox choice, he would not be swayed."
80,How To Make Restaurant-Style Seekh Kebabs At Home: 5 Recipes You Must Try During Lockdown - NDTV Food,https://food.ndtv.com/food-drinks/how-to-make-restaurant-style-seekh-kebabs-at-home-5-recipes-you-must-try-during-lockdown-2219813,2020-04-07,corona,"['kebab', 'seekh', 'kebabs', 'recipes', 'easy', 'sabudana', 'try', 'makes', 'snack', 'lockdown', 'restaurantstyle']","Seekh kebabs are served on seekh (skewer) making them the perfect 'just-pick-and-eat' snacks.
If you thought seekh kebab is not the kind of food you can make at home, you may be wrong.
5 Easy Seekh Kebab Recipes To Try In Quarantine:1.
(Also Read: 11 Best Kebab Recipes You Must Try At Home)Vegetables filled in seekh kebab makes for a healthy snack.
Sabudana Seekh KababGive a unique spin to your regular snack with this sabudana seekh kebab."
81,Tablighi Jamaat Members Who 'Sinned' Now Claim To Be 'Corona Warriors': Minister Naqvi,https://www.ndtv.com/india-news/tablighi-jamaat-members-who-sinned-now-claim-to-be-corona-warriors-minister-naqvi-2219508,2020-04-07,corona,"['east', 'sinned', 'claim', 'tablighi', 'sect', 'warriors', 'district', 'plasma', 'north', 'nagar', 'cases', 'members', 'hills', 'islamic', 'corona', 'south', 'west', 'minister', 'naqvi']","Mr Naqvi said there is a ""well-planned dirty Tablighi conspiracy"" to prove every Indian Muslim as a Tablighi.
""Those Tablighi committed sin to spread corona through their 'criminal conduct' are claiming themselves to be 'corona warriors'.
Amazing..instead of being ashamed of their crime, Tablighi(s) are insulting lakhs of corona warriors,"" Mr Naqvi said in a tweet.
#IndiaFightsCorona — Mukhtar Abbas Naqvi (@naqvimukhtar) April 27, 2020In the plasma therapy, transfusion of plasma from recovered patients to severally-ill COVID-19 patients is conducted.
The number of active cases is 1,55,227 and 1,86,935 have recovered as on June 17, 2020 at 8:00 am."
82,"Coronavirus: Delhi Health Minister Satyendra Jain Takes Exception To Haryana Minister Anil Vij's ""Corona Carriers"" Remark",https://www.ndtv.com/india-news/coronavirus-delhi-health-minister-satyendra-jain-takes-exception-to-haryana-minister-anil-vijs-corona-carriers-remark-2219205,2020-04-07,corona,"['takes', 'remark', 'national', 'jain', 'health', 'delhi', 'blood', 'vijs', 'exception', 'corona', 'mr', 'zones', 'total', 'carriers', 'capital', 'minister', 'satyendra']","The Delhi Health Minister said the total number of red zones in the national capital is 97Delhi Health Minister Satyendra Jain on Monday took exception to Haryana Minister Anil Vij's statement where he called the people living in Haryana but working in the national capital as ''corona carriers.''
Many people in Delhi work in the areas along the border of the national capital and vice versa,"" he told the reporters.
With regard to the Tablighi Jamaat people -- who recovered from COVID-19 -- donating blood, Mr Jain said, ""Blood has no colour.
The Delhi Health Minister said the total number of red zones in the national capital is 97.
Addressing the COVID-19 scenario in Delhi, Mr Jain said, ""Till date, 2,918 cases have been reported in Delhi."
83,Coronavirus Update: Mumbai Mayor Kishori Pednekar Dons Her Old Nursing Uniform To Motivate Corona Warriors,https://www.ndtv.com/mumbai-news/coronavirus-update-mumbai-mayor-kishori-pednekar-dons-her-old-nursing-uniform-to-motivate-corona-warriors-2219157,2020-04-06,corona,"['dons', 'mumbai', 'east', 'warriors', 'mayor', 'district', 'hills', 'nursing', 'north', 'corona', 'motivate', '20', 'south', 'nagar', 'cases', 'west', 'old', 'uniform']","The Mumbai Mayor believes that her move will motivate others to join the fight against the virus.
Mumbai's first citizen, Mayor Kishori Pednekar, donned her old nursing uniform today after years to motivate the healthcare staff amid the rising cases of coronavirus in the city.
The Mayor, who had served as a nurse before joining politics, visited Mumbai's BYL Nair Hospital and interacted with nurses.
They are taking care of the patients and I want to stand with them to motivate them.,"" said Mayor Pednekar.
The Mayor believes that her move will motivate others to come out and join the fight against the global pandemic."
